Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2025-12-04,AMZN,亚马逊,Stock,45683200,Strong,Short,35.1%,XGB:0.40|LGB:0.33|LR:0.61|N:286|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",76.2,36.6,229.11,6.19,241.49,40,9164
2025-12-04,GOOGL,谷歌,Stock,31240900,Strong,Short,34.2%,XGB:0.73|LGB:0.63|LR:0.37|N:286|Base:0.29,"Doji (十字星), Dark Cloud Cover (乌云盖顶)",69.02,88.71,317.41,9.66,336.73,25,7935
2025-12-04,MU,美光科技,Stock,23513900,Strong,Short,39.4%,XGB:0.58|LGB:0.60|LR:0.52|N:286|Base:0.33,"Doji (十字星), Hanging Man (吊颈线)",84.2,54.39,226.56,13.62,253.8,18,4078
2025-12-03,AAPL,苹果,Stock,43538687,Strong,Short,33.4%,XGB:0.46|LGB:0.46|LR:0.63|N:285|Base:0.28,Doji (十字星),97.91,92.39,284.15,5.5,295.15,45,12786
2025-12-03,GOOGL,谷歌,Stock,41838300,Strong,Short,34.8%,XGB:0.84|LGB:0.83|LR:0.31|N:285|Base:0.29,Doji (十字星),75.06,90.39,319.42,9.81,339.04,25,7985
2025-12-03,MU,美光科技,Stock,19188200,Strong,Short,35.4%,XGB:0.52|LGB:0.31|LR:0.51|N:285|Base:0.33,"Doji (十字星), Hanging Man (吊颈线)",100.21,61.6,234.07,13.83,261.73,18,4213
2025-12-02,IWM,罗素2000指数ETF,Index ETF,31918469,Strong,Short,31.9%,XGB:0.22|LGB:0.33|LR:0.50|HMM:1,"Doji (十字星), Bearish Engulfing (看跌吞没)",101.48,63.62,245.17,4.38,253.93,57,13974
2025-12-02,SPY,标普500指数ETF,Index ETF,62953844,Strong,Short,2.5%,XGB:0.04|LGB:0.02|LR:0.00|HMM:1,"Doji (十字星), Doji (十字星)",112.02,70.15,681.53,8.51,698.55,29,19764
2025-12-02,GOOGL,谷歌,Stock,35854700,Strong,Short,34.2%,XGB:0.77|LGB:0.78|LR:0.30|N:284|Base:0.29,"Hanging Man (吊颈线), Doji (十字星), Doji (十字星)",73.16,87.2,315.6,9.99,335.58,25,7890
2025-12-01,IWM,罗素2000指数ETF,Index ETF,36919964,Strong,Short,31.9%,XGB:0.22|LGB:0.33|LR:0.50|HMM:1,Doji (十字星),110.62,65.09,245.62,4.71,255.04,53,13017
2025-12-01,SPY,标普500指数ETF,Index ETF,61201193,Strong,Short,2.5%,XGB:0.04|LGB:0.02|LR:0.00|HMM:1,Doji (十字星),112.83,67.63,680.27,9.13,698.53,27,18367
2025-12-01,GOOGL,谷歌,Stock,41183000,Strong,Short,29.7%,XGB:0.32|LGB:0.30|LR:0.34|N:283|Base:0.29,"Hanging Man (吊颈线), Doji (十字星)",81.79,86.43,314.68,10.42,335.52,23,7237
2025-12-01,NVDA,英伟达,Stock,188130955,Strong,Long,34.6%,XGB:0.34|LGB:0.25|LR:0.40|N:283|Base:0.36,"Hammer (锤子线), Doji (十字星), Bullish Engulfing (看涨吞没)",38.47,6.67,179.92,7.91,164.1,31,5577
2025-11-28,AAPL,苹果,Stock,20135620,Strong,Short,33.3%,XGB:0.18|LGB:0.38|LR:0.62|N:282|Base:0.28,"Doji (十字星), Doji (十字星)",102.43,92.65,278.85,5.44,289.73,45,12548
2025-11-28,GOOGL,谷歌,Stock,26018600,Strong,Short,28.5%,XGB:0.33|LGB:0.18|LR:0.32|N:282|Base:0.29,"Hanging Man (吊颈线), Doji (十字星)",93.06,88.04,319.97,10.74,341.45,23,7359
