Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-05-27,QQQ,纳斯达克100指数ETF,Index ETF,33502484,Strong,Short,16.9%,XGB:0.02|LGB:0.02|LR:0.07|N:285|Base:0.22,"Doji (十字星), Doji (十字星)",95.94,109.89,729.45,10.62,750.69,23,16777
2026-05-27,SOXL,半导体3倍做多ETF,Index ETF,71738272,Strong,Short,31.8%,XGB:0.34|LGB:0.44|LR:0.37|N:283|Base:0.29,Dark Cloud Cover (乌云盖顶),88.88,98.1,217.98,20.34,258.66,12,2615
2026-05-27,AAPL,苹果,Stock,50328044,Strong + Div,Short,34.4%,XGB:0.45|LGB:0.53|LR:0.54|N:285|Base:0.29,"Doji (十字星), Doji (十字星)",85.25,111.94,310.85,5.74,322.33,43,13366
2026-05-27,TSLA,特斯拉,Stock,44260767,Strong,Short,40.1%,XGB:0.53|LGB:0.66|LR:0.47|N:285|Base:0.34,Doji (十字星),76.06,101.42,440.36,15.62,471.6,16,7045
2026-05-27,HOOD,罗宾汉,Stock,25185331,Strong,Long,31.3%,XGB:0.12|LGB:0.18|LR:0.35|N:285|Base:0.36,"Doji (十字星), Bullish Engulfing (看涨吞没)",17.38,43.02,76.23,3.95,68.33,63,4802
2026-05-26,IWM,罗素2000指数ETF,Index ETF,24225765,Strong,Short,35.1%,XGB:0.59|LGB:0.51|LR:0.75|N:282|Base:0.27,Doji (十字星),106.92,108.38,290.51,5.05,300.61,49,14234
2026-05-26,QQQ,纳斯达克100指数ETF,Index ETF,33502605,Strong + Div,Short,17.2%,XGB:0.04|LGB:0.03|LR:0.07|N:284|Base:0.22,Doji (十字星),92.64,111.19,730.28,10.83,751.94,23,16796
2026-05-26,AAPL,苹果,Stock,46602561,Strong,Short,30.4%,XGB:0.23|LGB:0.36|LR:0.55|N:284|Base:0.29,Doji (十字星),83.73,110.61,308.33,5.8,319.93,43,13258
2026-05-22,IWM,罗素2000指数ETF,Index ETF,22304841,Strong,Short,34.9%,XGB:0.40|LGB:0.21|LR:0.77|N:281|Base:0.27,Doji (十字星),86.23,103.63,285.12,5.02,295.16,49,13970
2026-05-22,AMD,超威半导体,Stock,34611133,Strong + Div,Short,34.4%,XGB:0.45|LGB:0.45|LR:0.55|N:283|Base:0.30,Doji (十字星),78.1,107.03,467.51,25.21,517.93,9,4207
2026-05-22,PLTR,帕兰提尔,Stock,27261935,Strong,Short,35.9%,XGB:0.42|LGB:0.42|LR:0.45|N:283|Base:0.34,Doji (十字星),100.36,32.49,136.88,5.5,147.88,45,6159
2026-05-21,MSFT,微软,Stock,31024851,Strong,Short,35.7%,XGB:0.28|LGB:0.32|LR:0.61|N:282|Base:0.31,Dark Cloud Cover (乌云盖顶),64.04,98.84,419.09,11.23,441.55,22,9219
2026-05-19,AAPL,苹果,Stock,34842416,Strong,Short,34.1%,XGB:0.27|LGB:0.33|LR:0.60|N:280|Base:0.29,"Doji (十字星), Doji (十字星), Doji (十字星)",74.92,111.01,298.97,6.05,311.07,41,12257
2026-05-19,MSFT,微软,Stock,31526042,Strong,Short,34.0%,XGB:0.36|LGB:0.41|LR:0.52|N:280|Base:0.31,Dark Cloud Cover (乌云盖顶),67.69,97.16,417.42,11.32,440.06,22,9183
