Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-02-09,PLTR,帕兰提尔,Stock,58042462,Strong,Long,41.7%,XGB:0.45|LGB:0.69|LR:0.64|N:287|Base:0.36,Doji (十字星),32.75,3.65,142.91,8.93,125.05,27,3858
2026-02-06,MSFT,微软,Stock,53515311,Strong,Long,29.8%,XGB:0.28|LGB:0.33|LR:0.05|N:286|Base:0.31,Doji (十字星),-6.21,11.58,401.14,13.3,374.54,18,7220
2026-02-06,PLTR,帕兰提尔,Stock,62661425,Strong,Long,41.5%,XGB:0.61|LGB:0.58|LR:0.56|N:286|Base:0.35,Doji (十字星),13.22,-2.63,135.9,8.76,118.38,28,3805
2026-02-06,TSLA,特斯拉,Stock,62677144,Strong,Long,40.9%,XGB:0.63|LGB:0.56|LR:0.45|N:286|Base:0.35,Doji (十字星),30.52,10.48,411.11,16.39,378.33,15,6166
2026-02-05,QQQ,纳斯达克100指数ETF,Index ETF,89354492,Strong,Long,32.6%,XGB:0.36|LGB:0.70|LR:0.80|N:285|Base:0.24,Doji (十字星),-8.13,18.74,597.03,9.89,577.25,25,14925
2026-02-05,TSLA,特斯拉,Stock,72819838,Strong + Div,Long,37.7%,XGB:0.42|LGB:0.47|LR:0.47|N:285|Base:0.35,Doji (十字星),7.39,0.76,397.21,16.32,364.57,15,5958
2026-02-04,MSFT,微软,Stock,45012374,Strong,Long,30.1%,XGB:0.21|LGB:0.37|LR:0.11|N:284|Base:0.32,Doji (十字星),-10.0,9.95,414.19,13.01,388.17,19,7869
2026-02-03,GOOGL,谷歌,Stock,36506709,Strong,Short,31.1%,XGB:0.25|LGB:0.29|LR:0.43|N:283|Base:0.31,"Doji (十字星), Doji (十字星), Dark Cloud Cover (乌云盖顶)",75.45,84.07,339.71,8.37,356.45,29,9851
2026-02-03,META,元宇宙(Facebook),Stock,13760663,Strong,Short,31.5%,XGB:0.17|LGB:0.15|LR:0.40|N:283|Base:0.35,Doji (十字星),65.6,75.59,691.7,21.77,735.24,11,7608
2026-02-03,TSLA,特斯拉,Stock,56886549,Strong,Long,37.9%,XGB:0.37|LGB:0.50|LR:0.52|N:283|Base:0.35,"Doji (十字星), Doji (十字星)",13.25,1.55,421.96,15.5,390.96,16,6751
2026-02-02,AMZN,亚马逊,Stock,37546102,Strong,Short,38.1%,XGB:0.40|LGB:0.43|LR:0.47|N:282|Base:0.37,"Doji (十字星), Doji (十字星)",78.98,84.06,242.96,5.68,254.32,44,10690
2026-02-02,META,元宇宙(Facebook),Stock,14365224,Strong,Short,30.9%,XGB:0.11|LGB:0.16|LR:0.42|N:282|Base:0.35,Doji (十字星),87.55,83.53,706.41,21.09,748.59,11,7770
2026-02-02,NVDA,英伟达,Stock,165794054,Strong,Short,38.2%,XGB:0.64|LGB:0.53|LR:0.63|N:282|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星), Shooting Star (射击之星)",64.87,82.11,185.61,5.26,196.13,47,8723
2026-02-02,AMD,超威半导体,Stock,36308106,Strong,Long,41.3%,XGB:0.50|LGB:0.48|LR:0.63|N:282|Base:0.38,"Hammer (锤子线), Doji (十字星), Bullish Engulfing (看涨吞没)",24.53,78.09,246.27,11.5,223.27,21,5171
2026-02-02,MSFT,微软,Stock,42219858,Strong + Div,Long,32.2%,XGB:0.48|LGB:0.57|LR:0.20|N:282|Base:0.32,Hammer (锤子线),1.32,7.28,423.37,13.07,397.23,19,8044
2026-02-02,TSLA,特斯拉,Stock,58739455,Strong,Long,43.9%,XGB:0.65|LGB:0.76|LR:0.57|N:282|Base:0.35,Doji (十字星),15.43,0.74,421.81,15.54,390.73,16,6748
2026-01-30,AMZN,亚马逊,Stock,46585024,Strong,Short,41.4%,XGB:0.65|LGB:0.52|LR:0.41|N:281|Base:0.37,"Doji (十字星), Doji (十字星)",72.61,75.81,239.3,5.54,250.38,45,10768
2026-01-30,GOOGL,谷歌,Stock,31023954,Strong,Short,31.8%,XGB:0.27|LGB:0.33|LR:0.40|N:281|Base:0.32,"Doji (十字星), Doji (十字星)",91.01,85.61,338.0,8.05,354.1,31,10478
2026-01-30,MU,美光科技,Stock,51022881,Strong,Short,26.7%,XGB:0.10|LGB:0.27|LR:0.17|N:281|Base:0.30,Hanging Man (吊颈线),67.15,89.43,414.88,21.89,458.66,11,4563
2026-01-30,NVDA,英伟达,Stock,179489463,Strong,Short,35.8%,XGB:0.46|LGB:0.62|LR:0.42|N:281|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",99.33,94.21,191.13,5.18,201.49,48,9174
2026-01-30,TSLA,特斯拉,Stock,82626066,Strong,Long,41.7%,XGB:0.62|LGB:0.59|LR:0.55|N:281|Base:0.36,Inverted Hammer (倒锤子线),24.93,19.27,430.41,15.52,399.37,16,6886
2026-01-29,QQQ,纳斯达克100指数ETF,Index ETF,79944047,Strong,Short,30.9%,XGB:0.17|LGB:0.20|LR:0.67|N:280|Base:0.25,"Doji (十字星), Doji (十字星), Doji (十字星)",92.17,85.76,629.43,8.35,646.13,29,18253
2026-01-29,SOXL,半导体3倍做多ETF,Index ETF,78058215,Strong,Short,43.9%,XGB:0.73|LGB:0.83|LR:0.65|N:280|Base:0.33,Doji (十字星),92.33,102.07,70.47,4.42,79.31,56,3946
2026-01-29,AMD,超威半导体,Stock,31685168,Strong,Short,36.0%,XGB:0.48|LGB:0.40|LR:0.48|N:280|Base:0.33,"Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",63.16,90.94,252.18,10.75,273.68,23,5800
2026-01-29,AMZN,亚马逊,Stock,47229643,Strong,Short,44.1%,XGB:0.74|LGB:0.65|LR:0.48|N:280|Base:0.37,Doji (十字星),85.65,82.57,241.73,5.53,252.79,45,10877
2026-01-29,GOOGL,谷歌,Stock,39785612,Strong,Short,33.9%,XGB:0.41|LGB:0.38|LR:0.42|N:280|Base:0.32,Doji (十字星),92.18,86.03,338.25,8.08,354.41,30,10147
2026-01-29,META,元宇宙(Facebook),Stock,59852903,Strong + Div,Short,36.2%,XGB:0.18|LGB:0.16|LR:0.55|N:280|Base:0.35,Doji (十字星),114.83,89.26,738.31,21.09,780.49,11,8121
2026-01-29,MU,美光科技,Stock,42675710,Strong + Div,Short,27.3%,XGB:0.14|LGB:0.26|LR:0.23|N:280|Base:0.30,Hanging Man (吊颈线),94.23,99.84,435.79,19.85,475.49,12,5229
2026-01-29,NVDA,英伟达,Stock,171764375,Strong,Short,30.0%,XGB:0.28|LGB:0.30|LR:0.30|N:280|Base:0.30,Doji (十字星),110.32,101.28,192.51,5.19,202.89,48,9240
2026-01-29,CRCL,,Stock,16968100,Strong + Div,Long,34.4%,XGB:0.35|LGB:0.65|LR:0.57|N:130|Base:0.32,Doji (十字星),17.16,12.62,67.55,4.98,57.59,50,3377
2026-01-28,QQQ,纳斯达克100指数ETF,Index ETF,50691691,Strong,Short,32.0%,XGB:0.47|LGB:0.47|LR:0.71|N:279|Base:0.25,Doji (十字星),102.34,93.88,633.22,7.81,648.84,32,20263
2026-01-28,AMD,超威半导体,Stock,27061187,Strong,Short,31.6%,XGB:0.27|LGB:0.19|LR:0.49|N:279|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",68.56,91.56,252.74,10.06,272.86,24,6065
2026-01-28,CRWV,,Stock,36455600,Strong,Short,28.3%,XGB:0.11|LGB:0.11|LR:0.29|N:176|Base:0.31,Dark Cloud Cover (乌云盖顶),72.0,100.02,106.02,8.5,123.02,29,3074
2026-01-28,GOOGL,谷歌,Stock,27434434,Strong + Div,Short,35.1%,XGB:0.44|LGB:0.45|LR:0.44|N:279|Base:0.32,"Doji (十字星), Doji (十字星)",90.44,84.98,336.01,7.49,350.99,33,11088
2026-01-28,NVDA,英伟达,Stock,148552677,Strong,Short,27.9%,XGB:0.19|LGB:0.19|LR:0.27|N:279|Base:0.30,Doji (十字星),106.79,97.98,191.52,5.02,201.56,49,9384
